time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,16,16,0,0,0.0,0.000,10,0,0,0,0.0,0.0
20,4,2,2,16,16,14040,1395,0.0,0.000,10,3580,3440,355,6.6,8.2
30,4,2,2,16,16,130540,13008,0.0,0.000,10,32180,35700,3206,3.2,3.5
40,4,2,2,16,16,248400,24790,0.0,0.000,10,63800,100160,6367,2.2,2.3
50,4,2,2,16,16,362840,36229,0.0,0.000,10,88040,188240,8790,1.7,1.8
60,4,2,2,16,16,313060,31246,0.0,0.000,10,78040,266180,7789,1.5,1.6
70,4,2,2,16,16,352560,35213,0.0,0.000,10,90560,357940,9045,1.4,1.5
80,4,2,2,16,16,385380,38484,0.0,0.000,10,93100,450520,9296,1.4,1.4
90,4,2,2,16,16,315680,31479,0.0,0.000,10,80320,529740,8009,1.3,1.4
100,4,2,2,16,16,354160,35359,0.0,0.000,10,91300,621320,9115,1.3,1.4
110,4,2,2,16,16,378600,37818,0.0,0.000,10,91820,713380,9171,1.3,1.3
120,4,2,2,16,16,317420,31707,0.0,0.000,10,80660,792580,8057,1.3,1.3
130,4,2,2,16,16,353680,35329,0.0,0.000,10,92880,883900,9277,1.3,1.3
140,4,2,2,16,16,382320,38186,0.0,0.000,10,93800,976360,9368,1.2,1.3
150,4,2,2,16,16,314500,31415,0.0,0.000,10,79420,1055000,7933,1.2,1.3
160,4,2,2,16,16,358060,35745,0.0,0.000,10,92340,1147560,9218,1.2,1.3
170,4,2,2,16,16,384480,38386,0.0,0.000,10,92700,1240020,9255,1.2,1.3
180,4,2,2,16,16,313120,31271,0.0,0.000,10,77140,1318580,7703,1.2,1.3
