time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,4,4,480,47,47.0,47.000,1,480,0,47,0.0,0.0
30,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
60,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
70,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
80,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
90,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,4,4,4,4,-480,-47,-47.0,-47.000,1,-480,0,-47,0.0,0.0
110,4,4,4,4,4,2020,201,201.0,201.000,1,2020,1140,201,2704.8,2704.8
120,4,4,4,4,4,2120,211,211.0,211.000,1,2120,3320,211,3825.1,3825.1
130,4,4,4,4,4,480,47,47.0,47.000,1,480,4080,47,3891.3,3891.3
140,4,4,4,4,4,0,0,0.0,0.000,1,0,4080,0,3891.3,3891.3
150,4,4,4,4,4,0,0,0.0,0.000,1,0,4080,0,3891.3,3891.3
160,4,4,3,4,4,-4620,-461,-461.0,-461.000,0,-4620,0,-461,0.0,0.0
170,4,3,4,4,4,4620,461,461.0,461.000,1,4620,4080,461,3891.3,3891.3
180,4,4,4,4,4,0,0,0.0,0.000,1,0,4080,0,3891.3,3891.3
