time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,8740,873,0.0,0.000,5,8740,4200,873,2227.3,2302.3
20,4,2,2,13,13,76920,7549,0.0,0.000,10,76920,76240,7549,1414.4,1555.9
30,4,2,2,13,13,233720,23309,0.0,0.000,10,233720,308860,23309,655.2,713.8
40,4,2,2,13,13,399180,39850,0.0,0.000,10,399180,708560,39850,431.6,452.1
50,4,2,2,13,13,455660,45497,0.0,0.000,10,455660,1162760,45497,355.6,369.1
60,4,2,2,13,13,403700,40305,0.0,0.000,10,403700,1565100,40305,321.6,328.6
70,4,2,2,13,13,466600,46599,0.0,0.000,10,466600,2030760,46599,299.5,302.7
80,4,2,2,13,13,501060,50015,0.0,0.000,10,501060,2529960,50015,282.1,286.6
90,4,2,2,13,13,418300,41704,0.0,0.000,10,418300,2945900,41704,273.0,276.5
100,4,2,2,13,13,414120,41362,0.0,0.000,10,414120,3361920,41362,265.9,269.0
110,4,2,2,13,13,572140,57122,0.0,0.000,10,572140,3931660,57122,257.9,261.8
120,4,2,2,13,13,400920,40035,0.0,0.000,10,400920,4335380,40035,254.6,258.2
130,4,2,2,13,13,402740,40221,0.0,0.000,10,402740,4738960,40221,252.0,255.6
140,4,2,2,13,13,550280,54962,0.0,0.000,10,550280,5289920,54962,248.5,253.0
150,4,2,2,13,13,413900,41340,0.0,0.000,10,413900,5704700,41340,246.2,250.1
160,4,2,2,13,13,401680,40119,0.0,0.000,10,401680,6105060,40119,244.8,248.3
170,4,2,2,13,13,585520,58487,0.0,0.000,10,585520,6687780,58487,241.4,244.6
180,4,2,2,13,13,422800,42229,0.0,0.000,10,422800,7109620,42229,239.7,242.6
