time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,9520,942,0.0,0.000,10,2380,2400,235,16.2,23.7
30,4,4,4,54,54,69720,6719,0.0,0.000,10,17520,19880,1688,7.3,8.1
40,4,4,4,54,54,110640,10884,0.0,0.000,10,27700,47120,2725,5.4,5.8
50,4,4,4,54,54,99140,9812,0.0,0.000,10,24640,71720,2438,4.8,5.1
60,4,4,4,54,54,129080,12799,0.0,0.000,10,32460,104020,3218,4.3,4.6
70,4,4,4,54,54,189100,18735,0.0,0.000,10,46000,150800,4557,3.7,3.9
80,4,4,4,54,54,158780,15825,0.0,0.000,10,39520,190540,3939,3.4,3.6
91,4,4,4,54,54,190480,18855,0.0,0.000,10,48180,238480,4769,3.1,3.3
101,4,4,4,54,54,224040,22332,0.0,0.000,10,54740,293740,5456,2.9,3.0
111,4,4,4,54,54,175420,17487,0.0,0.000,10,43780,337720,4364,2.8,2.9
121,4,4,4,54,54,194540,19372,0.0,0.000,10,49000,386440,4879,2.7,2.8
131,4,4,4,54,54,217180,21648,0.0,0.000,10,53160,440580,5299,2.6,2.7
141,4,4,4,54,54,178780,17804,0.0,0.000,10,45660,485160,4547,2.6,2.6
151,4,4,4,54,54,194340,19375,0.0,0.000,10,49340,534340,4919,2.5,2.6
161,4,4,4,54,54,226480,22578,0.0,0.000,10,56280,590080,5610,2.5,2.5
171,4,4,4,54,54,179880,17932,0.0,0.000,10,44200,635260,4406,2.4,2.5
181,4,4,4,54,54,196340,19514,0.0,0.000,10,49420,684680,4912,2.4,2.4
