time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,43,43,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,43,43,40,3,3.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,43,43,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,43,43,700,69,69.0,19.000,1,200,220,19,16.1,16.1
50,4,2,2,43,43,2560,255,255.0,61.000,1,620,780,61,14.2,14.2
60,4,2,2,43,43,2040,203,203.0,43.000,1,440,1380,43,15.9,15.9
70,4,2,2,43,43,2580,257,257.0,73.000,1,740,2140,73,14.8,14.8
80,4,2,2,43,43,2620,261,261.0,59.000,1,600,2680,59,15.2,15.2
90,4,2,2,43,43,2140,213,213.0,51.000,1,520,3260,51,15.5,15.5
100,4,2,2,43,43,2740,273,273.0,55.000,1,560,4080,55,15.0,15.0
110,4,2,2,43,43,2660,265,265.0,53.000,1,540,4660,53,15.4,15.4
120,4,2,2,43,43,2320,231,231.0,53.000,1,540,5260,53,15.5,15.5
130,4,2,2,43,43,2800,279,279.0,67.000,1,680,6040,67,15.5,15.5
140,4,2,2,43,43,2560,255,255.0,71.000,1,720,6640,71,15.3,15.3
150,4,2,2,43,43,2500,249,249.0,65.000,1,660,7240,65,15.1,15.1
160,4,2,2,43,43,2340,233,233.0,53.000,1,540,7820,53,15.0,15.0
170,4,2,2,43,43,3360,335,335.0,81.000,1,820,8600,81,15.1,15.1
180,4,2,2,43,43,2400,239,239.0,75.000,1,760,9200,75,15.2,15.2
