time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,52,52,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,52,52,31980,3170,0.0,0.000,10,11400,1440,1130,3690.6,4535.0
30,4,4,4,52,52,51120,4880,0.0,0.000,10,11960,13420,1141,7324.9,8604.6
40,4,4,4,52,52,101860,10034,0.0,0.000,10,25300,38460,2492,5819.9,7067.9
50,4,4,4,52,52,93460,9220,0.0,0.000,10,23300,61780,2298,5315.3,6020.3
61,4,4,4,52,52,109980,10714,0.0,0.000,10,27400,88360,2669,4853.6,5475.9
71,4,4,4,52,52,187240,18568,0.0,0.000,10,45740,134720,4535,4032.8,4520.7
81,4,4,4,52,52,229560,22668,0.0,0.000,10,58180,191260,5745,3413.3,3789.0
91,4,4,4,52,52,294100,29092,0.0,0.000,10,72280,264920,7150,2821.1,3194.4
101,4,4,4,52,52,447140,44337,0.0,0.000,10,112160,376600,11121,2274.6,2659.3
111,4,4,4,52,52,519860,51578,0.0,0.000,10,130100,506980,12908,1894.5,2158.4
121,4,4,4,52,52,463640,46055,0.0,0.000,10,116660,622940,11588,1690.8,1901.8
131,4,4,4,52,52,566720,56155,0.0,0.000,10,140800,765260,13951,1517.3,1692.3
141,4,4,4,52,52,537560,53493,0.0,0.000,10,135220,901200,13456,1403.3,1580.4
151,4,4,4,52,52,562460,55425,0.0,0.000,10,139960,1040640,13791,1306.2,1438.8
162,4,4,4,52,52,564120,55765,0.0,0.000,10,140280,1181280,13867,1242.1,1367.5
172,4,4,4,52,52,575020,57261,0.0,0.000,10,143720,1325180,14311,1187.9,1295.0
182,4,4,4,52,52,556080,55309,0.0,0.000,10,140920,1465060,14016,1136.1,1238.9
