time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,4,4,480,47,47.0,47.000,1,480,0,47,0.0,0.0
30,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,2,2,4,4,-480,-47,-47.0,-47.000,1,-480,0,-47,0.0,0.0
60,4,2,2,4,4,2160,215,215.0,215.000,1,2160,1620,215,2181.8,2181.8
70,4,2,2,4,4,0,0,0.0,0.000,1,0,1620,0,2181.8,2181.8
80,4,2,2,4,4,0,0,0.0,0.000,1,0,1620,0,2181.8,2181.8
90,4,2,2,4,4,0,0,0.0,0.000,1,0,1620,0,2181.8,2181.8
100,4,2,2,4,4,-1560,-155,-155.0,-155.000,1,-1560,0,-155,0.0,0.0
110,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
120,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
130,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
140,4,2,2,4,4,-100,-9,-9.0,-9.000,1,-100,0,-9,0.0,0.0
150,4,2,2,4,4,520,51,51.0,51.000,1,520,500,51,2066.2,2066.2
160,4,2,2,4,4,0,0,0.0,0.000,1,0,500,0,2066.2,2066.2
170,4,2,2,4,4,0,0,0.0,0.000,1,0,500,0,2066.2,2066.2
180,4,2,2,4,4,0,0,0.0,0.000,1,0,500,0,2066.2,2066.2
