time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,24,24,3460,345,0.0,0.000,5,3460,3380,345,2.7,3.0
20,4,2,2,24,24,74340,7280,0.0,0.000,10,74340,76780,7280,1.4,1.5
30,4,2,2,24,24,80760,8051,0.0,0.000,10,80760,156160,8051,1.3,1.4
40,4,2,2,24,24,81260,8113,0.0,0.000,10,81260,236380,8113,1.2,1.3
50,4,2,2,24,24,107140,10699,0.0,0.000,10,107140,344440,10699,1.2,1.2
60,4,2,2,24,24,81600,8145,0.0,0.000,10,81600,426160,8145,1.2,1.2
70,4,2,2,24,24,80380,8024,0.0,0.000,10,80380,508280,8024,1.2,1.2
80,4,2,2,24,24,109100,10891,0.0,0.000,10,109100,617180,10891,1.1,1.2
90,4,2,2,24,24,81260,8096,0.0,0.000,10,81260,699380,8096,1.1,1.2
100,4,2,2,24,24,81400,8125,0.0,0.000,10,81400,781320,8125,1.1,1.1
110,4,2,2,24,24,108120,10796,0.0,0.000,10,108120,890720,10796,1.1,1.1
120,4,2,2,24,24,83580,8346,0.0,0.000,10,83580,973200,8346,1.1,1.1
130,4,2,2,24,24,83100,8297,0.0,0.000,10,83100,1054800,8297,1.1,1.1
140,4,2,2,24,24,110260,11008,0.0,0.000,10,110260,1164840,11008,1.1,1.1
150,4,2,2,24,24,83100,8300,0.0,0.000,10,83100,1247260,8300,1.1,1.1
160,4,2,2,24,24,83380,8328,0.0,0.000,10,83380,1329980,8328,1.1,1.1
170,4,2,2,24,24,111220,11108,0.0,0.000,10,111220,1440420,11108,1.1,1.1
180,4,2,2,24,24,83220,8311,0.0,0.000,10,83220,1523240,8311,1.1,1.1
