time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,4,4,420,41,41.0,41.000,1,420,380,41,10.6,10.6
50,4,2,2,4,4,880,87,87.0,87.000,1,880,1160,87,10.5,10.5
60,4,2,2,4,4,840,83,83.0,83.000,1,840,1900,83,10.8,10.8
70,4,2,2,4,4,1040,103,103.0,103.000,1,1040,2900,103,11.3,11.3
80,4,2,2,4,4,840,83,83.0,83.000,1,840,3680,83,11.5,11.5
90,4,2,2,4,4,680,67,67.0,67.000,1,680,4480,67,11.2,11.2
100,4,2,2,4,4,1120,111,111.0,111.000,1,1120,5480,111,11.3,11.3
110,4,2,2,4,4,640,63,63.0,63.000,1,640,6260,63,11.5,11.5
120,4,2,2,4,4,720,71,71.0,71.000,1,720,7000,71,11.6,11.6
130,4,2,2,4,4,740,73,73.0,73.000,1,740,7800,73,11.5,11.5
140,4,2,2,4,4,1140,113,113.0,113.000,1,1140,8820,113,11.5,11.5
150,4,2,2,4,4,780,77,77.0,77.000,1,780,9600,77,11.6,11.6
160,4,2,2,4,4,840,83,83.0,83.000,1,840,10340,83,11.8,11.8
170,4,2,2,4,4,1000,99,99.0,99.000,1,1000,11360,99,11.8,11.8
180,4,2,2,4,4,860,85,85.0,85.000,1,860,12120,85,11.9,11.9
