time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,7,7,1480,146,146.0,86.000,1,880,20,86,1124.0,1124.0
30,4,2,2,7,7,0,0,0.0,0.000,1,0,20,0,1124.0,1124.0
40,4,2,2,7,7,0,0,0.0,0.000,1,0,20,0,1124.0,1124.0
50,4,2,2,7,7,0,0,0.0,0.000,1,0,20,0,1124.0,1124.0
60,4,2,2,7,7,120,11,11.0,5.000,1,60,0,5,0.0,0.0
70,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
80,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
90,4,2,2,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,2,2,7,7,-1520,-151,-151.0,-93.000,1,-940,0,-93,0.0,0.0
110,4,2,2,7,7,2820,281,281.0,105.000,1,1060,180,105,3659.3,3659.3
120,4,2,2,7,7,0,0,0.0,0.000,1,0,180,0,3659.3,3659.3
130,4,2,2,7,7,0,0,0.0,0.000,1,0,180,0,3659.3,3659.3
140,4,2,2,7,7,0,0,0.0,0.000,1,0,180,0,3659.3,3659.3
150,4,2,2,7,7,-2380,-237,-237.0,-105.000,0,-1060,0,-105,0.0,0.0
160,4,2,2,7,7,2500,249,249.0,125.000,1,1260,120,125,2650.0,2650.0
170,4,2,2,7,7,20,1,1.0,0.000,1,0,120,0,2650.0,2650.0
180,4,2,2,7,7,0,0,0.0,0.000,1,0,120,0,2650.0,2650.0
