time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
30,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
40,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
50,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
60,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
70,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
80,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
90,4,2,2,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
100,4,2,2,16,16,71580,7147,0.0,0.000,10,24280,14740,2424,3806.4,4864.5
110,4,2,2,16,16,459880,45722,0.0,0.000,10,108120,122600,10749,1354.5,1389.8
120,4,2,2,16,16,735720,73315,0.0,0.000,10,185800,309500,18515,833.1,852.0
130,4,2,2,16,16,717160,71594,0.0,0.000,10,186440,496540,18612,731.4,738.1
140,4,2,2,16,16,842220,84020,0.0,0.000,10,204280,699880,20379,670.8,680.4
150,4,2,2,16,16,726260,72452,0.0,0.000,10,182640,881940,18220,635.1,642.5
160,4,2,2,16,16,820520,81871,0.0,0.000,10,210100,1095160,20963,607.4,610.2
170,4,2,2,16,16,917580,91629,0.0,0.000,10,221040,1316400,22073,585.6,591.7
180,4,2,2,16,16,726900,72552,0.0,0.000,10,181740,1498760,18139,574.2,579.7
