time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,45,45,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,45,45,217940,21192,0.0,0.000,1,54260,54060,5276,45.2,45.2
30,4,2,2,45,45,377840,36873,0.0,0.000,1,95660,147480,9335,43.6,43.6
40,4,2,2,45,45,597140,59216,0.0,0.000,1,147980,296980,14674,41.7,41.7
50,4,2,2,45,45,815120,81001,0.0,0.000,1,202540,499820,20127,39.8,39.8
60,4,2,2,45,45,659140,65514,0.0,0.000,1,164980,664840,16397,39.5,39.5
70,4,2,2,45,45,660180,65663,0.0,0.000,1,164880,830880,16399,39.0,39.0
80,4,2,2,45,45,650540,64537,0.0,0.000,1,162520,993260,16123,39.0,39.0
90,4,2,2,45,45,875460,86954,0.0,0.000,1,218500,1211360,21702,39.2,39.2
101,4,2,2,45,45,647700,64281,0.0,0.000,1,163780,1373960,16254,38.9,38.9
111,4,2,2,45,45,659140,65605,0.0,0.000,1,166460,1539280,16568,38.6,38.6
121,4,2,2,45,45,883720,88107,0.0,0.000,1,219100,1761680,21844,38.5,38.5
131,4,2,2,45,45,651820,64677,0.0,0.000,1,163600,1925420,16233,38.4,38.4
141,4,2,2,45,45,667980,66287,0.0,0.000,1,168680,2092860,16739,38.4,38.4
151,4,2,2,45,45,865900,86270,0.0,0.000,1,214960,2307920,21416,38.4,38.4
161,4,2,2,45,45,682380,68006,0.0,0.000,1,170640,2477120,17006,38.3,38.3
171,4,2,2,45,45,661260,65646,0.0,0.000,1,165960,2642580,16475,38.4,38.4
181,4,2,2,45,45,873340,86890,0.0,0.000,1,216480,2861420,21538,38.3,38.3
