time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,24,24,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,24,24,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,24,24,60,5,5.0,5.000,10,60,80,5,57.6,422.0
40,4,4,4,24,24,120,11,11.0,11.000,10,120,160,11,225.3,1219.0
50,4,4,4,24,24,0,0,0.0,0.000,10,0,160,0,225.3,1219.0
60,4,4,4,24,24,0,0,0.0,0.000,10,0,160,0,225.3,1219.0
70,4,4,4,24,24,0,0,0.0,0.000,10,0,160,0,225.3,1219.0
80,4,4,4,24,24,0,0,0.0,0.000,10,0,140,0,182.1,1219.0
90,4,4,4,24,24,720,71,71.0,71.000,10,720,800,71,189.7,1219.0
100,4,4,4,24,24,0,0,0.0,0.000,10,0,800,0,189.7,1219.0
110,4,4,4,24,24,200,19,19.0,19.000,10,200,1060,19,189.9,1219.0
120,4,4,4,24,24,0,0,0.0,0.000,10,0,1060,0,189.9,1219.0
130,4,4,4,24,24,0,0,0.0,0.000,10,0,1060,0,189.9,1219.0
140,4,4,4,24,24,100,9,9.0,9.000,10,100,1220,9,319.5,1649.2
150,4,4,4,24,24,0,0,0.0,0.000,10,0,1220,0,319.5,1649.2
160,4,4,4,24,24,0,0,0.0,0.000,10,0,1220,0,319.5,1649.2
170,4,4,4,24,24,0,0,0.0,0.000,10,0,1220,0,319.5,1649.2
180,4,4,3,24,24,-1180,-117,-117.0,-117.000,1,-1180,40,-117,1.5,1.5
