time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,7020,701,0.0,0.000,5,7020,2220,701,1207.1,1268.0
20,4,2,2,22,22,90300,8784,0.0,0.000,10,90300,87800,8784,1175.6,1362.2
30,4,2,2,22,22,264200,26267,0.0,0.000,10,264200,352520,26267,557.1,614.2
40,4,2,2,22,22,377680,37628,0.0,0.000,10,377680,731660,37628,409.3,422.0
50,4,2,2,22,22,427640,42682,0.0,0.000,10,427640,1161540,42682,348.5,355.8
60,4,2,2,22,22,416680,41601,0.0,0.000,10,416680,1575060,41601,314.0,324.6
70,4,2,2,22,22,482220,48096,0.0,0.000,10,482220,2059300,48096,291.7,304.1
80,4,2,2,22,22,493040,49220,0.0,0.000,10,493040,2549900,49220,276.0,284.5
90,4,2,2,22,22,397680,39617,0.0,0.000,10,397680,2942980,39617,269.4,275.6
100,4,2,2,22,22,406140,40508,0.0,0.000,10,406140,3351240,40508,263.5,266.6
110,4,2,2,22,22,566260,56501,0.0,0.000,10,566260,3916400,56501,255.9,261.5
120,4,2,2,22,22,423940,42334,0.0,0.000,10,423940,4341240,42334,251.3,257.1
130,4,2,2,22,22,415660,41483,0.0,0.000,10,415660,4757080,41483,248.1,254.2
140,4,2,2,22,22,535920,53421,0.0,0.000,10,535920,5292200,53421,245.5,251.7
150,4,2,2,22,22,416220,41538,0.0,0.000,10,416220,5705360,41538,243.4,249.0
160,4,2,2,22,22,434160,43299,0.0,0.000,10,434160,6134480,43299,240.8,246.3
170,4,2,2,22,22,522920,52208,0.0,0.000,10,522920,6658980,52208,239.7,244.1
180,4,2,2,22,22,426600,42596,0.0,0.000,10,426600,7083460,42596,237.9,241.3
