time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,54,54,0,0,0.0,0.000,5,0,0,0,0.0,0.0
20,4,2,2,54,54,9120,904,0.0,0.000,10,2160,2400,214,8.5,12.9
30,4,2,2,54,54,131840,12985,0.0,0.000,10,32800,34960,3230,3.2,3.3
40,4,2,2,54,54,215740,21364,0.0,0.000,10,53760,89020,5323,2.4,2.6
50,4,2,2,54,54,309520,30871,0.0,0.000,10,76440,166480,7624,1.9,2.0
60,4,2,2,54,54,278380,27771,0.0,0.000,10,68380,236540,6821,1.7,1.8
70,4,2,2,54,54,331960,33113,0.0,0.000,10,82820,319960,8261,1.6,1.7
80,4,2,2,54,54,339560,33881,0.0,0.000,10,86080,404280,8589,1.5,1.6
90,4,2,2,54,54,287600,28659,0.0,0.000,10,71600,476360,7135,1.5,1.5
100,4,2,2,54,54,339640,33889,0.0,0.000,10,84400,561600,8421,1.5,1.5
110,4,2,2,54,54,339740,33892,0.0,0.000,10,85800,646760,8559,1.4,1.4
120,4,2,2,54,54,299620,29881,0.0,0.000,10,74180,720860,7398,1.4,1.4
130,4,2,2,54,54,342480,34179,0.0,0.000,10,85580,806920,8540,1.4,1.4
140,4,2,2,54,54,342340,34162,0.0,0.000,10,85740,892860,8556,1.4,1.4
150,4,2,2,54,54,294760,29420,0.0,0.000,10,74820,967040,7467,1.4,1.4
160,4,2,2,54,54,297600,29700,0.0,0.000,10,75080,1041420,7493,1.3,1.4
170,4,2,2,54,54,394180,39284,0.0,0.000,10,99720,1140160,9938,1.3,1.3
180,4,2,2,54,54,294460,29393,0.0,0.000,10,73700,1213460,7356,1.3,1.3
