time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,24,24,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,24,24,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,24,24,0,0,0.0,0.000,10,0,20,0,10.6,106.0
40,4,4,4,24,24,340,33,33.0,33.000,10,340,420,33,94.4,440.0
50,4,4,4,24,24,20,1,1.0,1.000,10,20,420,1,94.4,440.0
60,4,4,4,24,24,0,0,0.0,0.000,10,0,420,0,94.4,440.0
70,4,4,4,24,24,0,0,0.0,0.000,10,0,420,0,94.4,440.0
80,4,4,4,24,24,-40,-3,-3.0,-3.000,10,-40,400,-3,80.8,440.0
90,4,4,4,24,24,580,57,57.0,57.000,10,580,880,57,94.2,440.0
100,4,4,4,24,24,0,0,0.0,0.000,10,0,880,0,94.2,440.0
110,4,4,4,24,24,40,3,3.0,3.000,10,40,940,3,92.7,440.0
120,4,4,4,24,24,0,0,0.0,0.000,10,0,940,0,92.7,440.0
130,4,4,4,24,24,0,0,0.0,0.000,10,0,940,0,92.7,440.0
140,4,4,4,24,24,1620,161,161.0,161.000,10,1620,2500,161,62.6,187.6
150,4,4,4,24,24,2200,219,219.0,219.000,10,2200,4760,219,52.0,115.8
160,4,4,4,24,24,2420,241,241.0,241.000,10,2420,6860,241,53.9,117.5
170,4,4,4,24,24,1000,99,99.0,99.000,10,1000,8040,99,53.4,104.1
180,4,4,4,24,24,0,0,0.0,0.000,10,0,8040,0,53.4,104.1
