time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,7260,725,0.0,0.000,5,7260,2020,725,928.6,1202.1
20,4,2,2,15,15,96500,9350,0.0,0.000,10,96500,95200,9350,1089.1,1128.9
30,4,2,2,15,15,366540,36548,0.0,0.000,10,366540,460000,36548,428.4,441.0
40,4,2,2,15,15,390520,38985,0.0,0.000,10,390520,850740,38985,336.5,345.4
50,4,2,2,15,15,515540,51451,0.0,0.000,10,515540,1369020,51451,298.7,305.0
60,4,2,2,15,15,414480,41381,0.0,0.000,10,414480,1785180,41381,279.8,285.0
70,4,2,2,15,15,412980,41240,0.0,0.000,10,412980,2199140,41240,268.1,272.8
80,4,2,2,15,15,568360,56750,0.0,0.000,10,568360,2766900,56750,256.6,260.5
90,4,2,2,15,15,391980,39041,0.0,0.000,10,391980,3161600,39041,253.1,257.4
100,4,2,2,15,15,418880,41825,0.0,0.000,10,418880,3582540,41825,248.6,252.7
110,4,2,2,15,15,563920,56262,0.0,0.000,10,563920,4150780,56262,243.7,247.9
120,4,2,2,15,15,414500,41375,0.0,0.000,10,414500,4564540,41375,241.4,245.5
130,4,2,2,15,15,420600,42001,0.0,0.000,10,420600,4982160,42001,239.2,243.2
140,4,2,2,15,15,560260,55970,0.0,0.000,10,560260,5542820,55970,236.7,240.4
150,4,2,2,15,15,426400,42576,0.0,0.000,10,426400,5967560,42576,235.0,238.7
160,4,2,2,15,15,423000,42240,0.0,0.000,10,423000,6392380,42240,233.5,237.2
170,4,2,2,15,15,563700,56285,0.0,0.000,10,563700,6952600,56285,232.1,235.8
180,4,2,2,15,15,405940,40496,0.0,0.000,10,405940,7355800,40496,231.5,235.1
