time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,4,4,13380,1335,0.0,0.000,1,13380,12540,1335,107.7,107.7
40,4,4,4,4,4,30100,3004,0.0,0.000,1,30100,43620,3004,102.5,102.5
50,4,4,4,4,4,222940,22245,0.0,0.000,1,222940,266720,22245,43.6,43.6
60,4,4,4,4,4,257780,25744,0.0,0.000,1,257780,527060,25744,36.5,36.5
70,4,4,4,4,4,277120,27673,0.0,0.000,1,277120,803680,27673,33.6,33.6
80,4,4,4,4,4,356700,35627,0.0,0.000,1,356700,1160280,35627,32.4,32.4
90,4,4,4,4,4,272100,27085,0.0,0.000,1,272100,1431320,27085,31.7,31.7
100,4,4,4,4,4,264360,26406,0.0,0.000,1,264360,1693580,26406,31.4,31.4
110,4,4,4,4,4,365920,36548,0.0,0.000,1,365920,2059580,36548,30.8,30.8
120,4,4,4,4,4,269760,26938,0.0,0.000,1,269760,2330880,26938,30.5,30.5
130,4,4,4,4,4,264460,26422,0.0,0.000,1,264460,2594520,26422,30.4,30.4
140,4,4,4,4,4,277620,27720,0.0,0.000,1,277620,2873260,27720,30.2,30.2
150,4,4,4,4,4,350400,34998,0.0,0.000,1,350400,3224620,34998,30.1,30.1
160,4,4,4,4,4,262500,26218,0.0,0.000,1,262500,3487800,26218,30.1,30.1
170,4,4,4,4,4,252120,25186,0.0,0.000,1,252120,3742500,25186,30.2,30.2
180,4,4,4,4,4,362340,36168,0.0,0.000,1,362340,4105880,36168,30.0,30.0
