time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,15,15,116740,11487,0.0,0.000,1,116740,115340,11487,8.1,8.1
30,4,2,2,15,15,386660,38531,0.0,0.000,1,386660,502160,38531,7.4,7.4
40,4,2,2,15,15,466360,46561,0.0,0.000,1,466360,970340,46561,7.4,7.4
50,4,2,2,15,15,613740,61288,0.0,0.000,1,613740,1587400,61288,7.1,7.1
60,4,2,2,15,15,500460,49951,0.0,0.000,1,500460,2085580,49951,7.1,7.1
70,4,2,2,15,15,476860,47576,0.0,0.000,1,476860,2563820,47576,7.0,7.0
80,4,2,2,15,15,644780,64381,0.0,0.000,1,644780,3207600,64381,6.9,6.9
90,4,2,2,15,15,490580,48896,0.0,0.000,1,490580,3698360,48896,7.0,7.0
100,4,2,2,15,15,480940,48012,0.0,0.000,1,480940,4177440,48012,7.1,7.1
110,4,2,2,15,15,646880,64507,0.0,0.000,1,646880,4825920,64507,7.1,7.1
120,4,2,2,15,15,482940,48173,0.0,0.000,1,482940,5309040,48173,7.1,7.1
130,4,2,2,15,15,474200,47311,0.0,0.000,1,474200,5781440,47311,7.1,7.1
140,4,2,2,15,15,641580,64074,0.0,0.000,1,641580,6422960,64074,7.1,7.1
150,4,2,2,15,15,461800,46078,0.0,0.000,1,461800,6885160,46078,7.1,7.1
160,4,2,2,15,15,492740,49195,0.0,0.000,1,492740,7375560,49195,7.2,7.2
170,4,2,2,15,15,642760,64198,0.0,0.000,1,642760,8020180,64198,7.2,7.2
180,4,2,2,15,15,480780,47929,0.0,0.000,1,480780,8501000,47929,7.2,7.2
