time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,24,24,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,24,24,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,24,24,800,79,79.0,79.000,10,800,860,79,29.3,68.5
40,4,4,4,24,24,1040,103,103.0,103.000,10,1040,1920,103,89.0,276.7
50,4,4,4,24,24,1720,171,171.0,171.000,10,1720,3440,171,80.2,184.2
60,4,4,4,24,24,1520,151,151.0,151.000,10,1520,5080,151,78.9,150.1
70,4,4,4,24,24,1680,167,167.0,167.000,10,1680,6520,167,75.9,122.1
80,4,4,4,24,24,1240,123,123.0,123.000,10,1240,7760,123,73.4,110.7
90,4,4,4,24,24,1800,179,179.0,179.000,10,1800,9540,179,73.7,102.0
100,4,4,4,24,24,1720,171,171.0,171.000,10,1720,11240,171,72.5,102.2
110,4,4,4,24,24,1940,193,193.0,193.000,10,1940,13060,193,70.3,100.4
120,4,4,4,24,24,2200,219,219.0,219.000,10,2200,15260,219,67.5,93.6
130,4,4,4,24,24,2200,219,219.0,219.000,10,2200,17400,219,66.4,95.4
140,4,4,4,24,24,2040,203,203.0,203.000,10,2040,19260,203,63.9,91.5
150,4,4,4,24,24,2040,203,203.0,203.000,10,2040,21400,203,62.2,88.0
160,4,4,4,24,24,2160,215,215.0,215.000,10,2160,23400,215,60.9,86.9
170,4,4,4,24,24,1880,187,187.0,187.000,10,1880,25380,187,60.3,85.4
180,4,4,4,24,24,2360,235,235.0,235.000,10,2360,27380,235,59.3,82.4
