time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,13,13,5900,586,586.0,586.000,10,5900,840,586,181.1,1010.4
40,4,4,4,13,13,2440,243,243.0,243.000,10,2440,2980,243,1059.8,5953.0
50,4,4,4,13,13,0,0,0.0,0.000,10,0,2980,0,1059.8,5953.0
60,4,4,4,13,13,0,0,0.0,0.000,10,0,2980,0,1059.8,5953.0
70,4,4,4,13,13,-580,-57,-57.0,-57.000,10,-580,2980,-57,1059.8,5953.0
80,4,4,4,13,13,-1120,-111,-111.0,-111.000,7,-1120,2960,-111,663.6,2572.7
90,4,4,4,13,13,3720,370,370.0,370.000,10,3720,5240,370,569.9,2904.1
100,4,4,4,13,13,2260,225,225.0,225.000,10,2260,5240,225,569.9,2904.1
110,4,4,4,13,13,0,0,0.0,0.000,10,0,5240,0,569.9,2904.1
120,4,4,4,13,13,0,0,0.0,0.000,10,0,5240,0,569.9,2904.1
130,4,4,1,13,13,-3860,-385,-385.0,-385.000,2,-3860,5240,-385,2849.5,2904.1
140,4,1,4,13,13,4740,473,473.0,473.000,8,4740,5240,473,712.4,2904.1
150,4,4,4,13,13,-13500,-1348,-1348.0,-1348.000,3,-13500,0,-1348,0.0,0.0
160,4,4,4,13,13,0,0,0.0,0.000,2,0,0,0,0.0,0.0
170,4,4,4,13,13,0,0,0.0,0.000,10,0,0,0,0.0,0.0
180,4,4,4,13,13,13100,1306,1306.0,1306.000,10,13100,8520,1306,172.3,897.2
