time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,22,22,2800,277,277.0,277.000,10,2800,60,277,193.2,1089.0
40,4,4,4,22,22,1120,111,111.0,111.000,10,1120,60,111,193.2,1089.0
50,4,4,4,22,22,0,0,0.0,0.000,10,0,60,0,193.2,1089.0
60,4,4,4,22,22,0,0,0.0,0.000,10,0,60,0,193.2,1089.0
70,4,4,4,22,22,-2800,-279,-279.0,-279.000,3,-2800,0,-279,0.0,0.0
80,4,4,4,22,22,-1120,-111,-111.0,-111.000,10,-1120,0,-111,0.0,0.0
90,4,4,4,22,22,980,97,97.0,97.000,10,980,20,97,260.1,2601.0
100,4,4,4,22,22,2480,247,247.0,247.000,10,2480,20,247,260.1,2601.0
110,4,4,4,22,22,0,0,0.0,0.000,10,0,20,0,260.1,2601.0
120,4,4,4,22,22,-980,-97,-97.0,-97.000,10,-980,0,-97,0.0,0.0
130,4,2,2,22,22,-2480,-247,-247.0,-247.000,0,-2480,0,-247,0.0,0.0
140,4,4,4,22,22,500,49,49.0,49.000,8,500,0,49,0.0,0.0
150,4,4,4,22,22,20,1,1.0,1.000,10,20,0,1,0.0,0.0
160,4,4,4,22,22,2320,231,231.0,231.000,10,2320,60,231,133.5,1334.7
170,4,4,4,22,22,900,89,89.0,89.000,10,900,60,89,133.5,1334.7
180,4,4,4,22,22,0,0,0.0,0.000,10,0,60,0,133.5,1334.7
