time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
30,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
40,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
50,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
60,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
70,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
80,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
90,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
100,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
110,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
120,4,4,4,9,9,1800,179,179.0,101.000,1,1020,20,101,1431.0,1431.0
130,4,4,4,9,9,60,5,5.0,0.000,1,0,20,0,1431.0,1431.0
140,4,4,4,9,9,0,0,0.0,0.000,1,0,20,0,1431.0,1431.0
150,4,4,3,9,9,-1860,-185,-185.0,-101.000,0,-1020,0,-101,0.0,0.0
160,4,3,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
170,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
180,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
