time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,54,54,20,1,1.0,0.000,10,0,0,0,0.0,0.0
40,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
50,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
60,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
70,4,4,4,54,54,-20,-1,-1.0,0.000,10,0,0,0,0.0,0.0
80,4,4,4,54,54,100,9,9.0,1.000,10,20,20,1,4.4,44.0
90,4,4,4,54,54,680,67,67.0,19.000,10,200,220,19,68.2,336.3
100,4,4,4,54,54,0,0,0.0,0.000,10,0,220,0,68.2,336.3
110,4,4,4,54,54,0,0,0.0,0.000,10,0,220,0,68.2,336.3
120,4,4,4,54,54,0,0,0.0,0.000,10,0,220,0,68.2,336.3
130,4,4,3,54,54,-560,-55,-55.0,-13.000,3,-140,40,-13,14.0,42.0
140,4,3,4,54,54,-120,-11,-11.0,-7.000,3,-80,0,-7,0.0,0.0
150,4,4,4,54,54,-100,-9,-9.0,0.000,10,0,0,0,0.0,0.0
160,4,4,4,54,54,80,7,7.0,0.000,10,0,40,0,132.3,1260.0
170,4,4,4,54,54,180,17,17.0,5.000,10,60,60,5,159.6,1260.0
180,4,4,4,54,54,20,1,1.0,1.000,10,20,60,1,159.6,1260.0
