time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,1880,187,0.0,0.000,1,1880,1940,187,2.9,2.9
30,4,4,4,6,6,9540,949,0.0,0.000,1,9540,11120,949,1.5,1.5
40,4,4,4,6,6,7740,773,0.0,0.000,1,7740,18980,773,1.4,1.4
50,4,4,4,6,6,8080,807,0.0,0.000,1,8080,26820,807,1.3,1.3
60,4,4,4,6,6,10660,1065,0.0,0.000,1,10660,37500,1065,1.3,1.3
70,4,4,4,6,6,8160,815,0.0,0.000,1,8160,45640,815,1.2,1.2
80,4,4,4,6,6,8300,829,0.0,0.000,1,8300,53820,829,1.2,1.2
90,4,4,4,6,6,10620,1059,0.0,0.000,1,10620,64620,1059,1.2,1.2
100,4,4,4,6,6,8040,803,0.0,0.000,1,8040,72780,803,1.2,1.2
110,4,4,4,6,6,8140,813,0.0,0.000,1,8140,80920,813,1.2,1.2
120,4,4,4,6,6,10980,1096,0.0,0.000,1,10980,91760,1096,1.2,1.2
130,4,4,4,6,6,8160,815,0.0,0.000,1,8160,99940,815,1.2,1.2
140,4,4,4,6,6,8340,833,0.0,0.000,1,8340,108120,833,1.2,1.2
150,4,4,4,6,6,11040,1102,0.0,0.000,1,11040,119000,1102,1.2,1.2
160,4,4,4,6,6,8380,837,0.0,0.000,1,8380,127180,837,1.1,1.1
170,4,4,4,6,6,8840,883,0.0,0.000,1,8840,135400,883,1.1,1.1
180,4,4,4,6,6,11360,1134,0.0,0.000,1,11360,146300,1134,1.1,1.1
