time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,9720,964,0.0,0.000,10,4820,0,478,0.0,0.0
30,4,4,4,16,16,27100,2704,0.0,0.000,10,10040,5000,1001,6724.1,14368.0
40,4,4,4,16,16,59160,5891,0.0,0.000,10,11360,16020,1131,10694.3,11576.9
50,4,4,4,16,16,93660,9331,0.0,0.000,10,27060,43840,2696,6364.4,7057.9
60,4,4,4,16,16,216240,21557,0.0,0.000,10,50840,95740,5068,4288.8,4430.4
70,4,4,4,16,16,395460,39380,0.0,0.000,10,99680,195240,9926,2564.8,2762.3
80,4,4,4,16,16,417300,41625,0.0,0.000,10,99600,293620,9935,2035.5,2203.3
90,4,4,4,16,16,557180,55457,0.0,0.000,10,143120,438320,14245,1625.7,1728.2
100,4,4,4,16,16,487800,48663,0.0,0.000,10,120960,559720,12067,1436.9,1512.3
110,4,4,4,16,16,481240,48027,0.0,0.000,10,121380,678360,12113,1318.2,1376.4
120,4,4,4,16,16,618500,61665,0.0,0.000,10,155740,835460,15527,1205.5,1244.7
130,4,4,4,16,16,514940,51380,0.0,0.000,10,127060,963940,12678,1146.7,1189.3
140,4,4,4,16,16,475180,47342,0.0,0.000,10,119760,1082260,11931,1106.6,1149.0
150,4,4,4,16,16,587580,58634,0.0,0.000,10,147740,1232440,14743,1061.9,1098.4
160,4,4,4,16,16,538880,53796,0.0,0.000,10,132620,1366400,13239,1030.1,1071.3
170,4,4,4,16,16,457860,45703,0.0,0.000,10,116560,1480840,11635,1011.6,1055.4
180,4,4,4,16,16,593820,59216,0.0,0.000,10,149800,1629580,14938,988.3,1030.2
