time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,13,13,1100,109,109.0,109.000,1,1100,1040,109,6.1,6.1
60,4,4,4,13,13,2060,205,205.0,205.000,1,2060,3080,205,5.3,5.3
70,4,4,4,13,13,1680,167,167.0,167.000,1,1680,4700,167,5.1,5.1
80,4,4,4,13,13,1680,167,167.0,167.000,1,1680,6300,167,5.3,5.3
90,4,4,4,13,13,2280,227,227.0,227.000,1,2280,8480,227,5.4,5.4
100,4,4,4,13,13,1380,137,137.0,137.000,1,1380,10100,137,5.4,5.4
110,4,4,4,13,13,1540,153,153.0,153.000,1,1540,11700,153,5.4,5.4
120,4,4,4,13,13,2260,225,225.0,225.000,1,2260,13900,225,5.5,5.5
130,4,4,4,13,13,1580,157,157.0,157.000,1,1580,15560,157,5.4,5.4
140,4,4,4,13,13,1580,157,157.0,157.000,1,1580,17200,157,5.5,5.5
150,4,4,4,13,13,2300,229,229.0,229.000,1,2300,19360,229,5.5,5.5
160,4,4,4,13,13,1820,181,181.0,181.000,1,1820,20960,181,5.4,5.4
170,4,4,4,13,13,1700,169,169.0,169.000,1,1700,22640,169,5.4,5.4
180,4,4,4,13,13,1980,197,197.0,197.000,1,1980,24760,197,5.4,5.4
