time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,15,15,4040,403,0.0,0.000,1,4040,4160,403,1.7,1.7
40,4,4,4,15,15,6780,676,0.0,0.000,1,6780,11300,676,1.4,1.4
50,4,4,4,15,15,7520,751,0.0,0.000,1,7520,19060,751,1.3,1.3
60,4,4,4,15,15,10440,1042,0.0,0.000,1,10440,29600,1042,1.2,1.2
70,4,4,4,15,15,8460,844,0.0,0.000,1,8460,37640,844,1.2,1.2
80,4,4,4,15,15,7920,791,0.0,0.000,1,7920,45720,791,1.2,1.2
90,4,4,4,15,15,10960,1093,0.0,0.000,1,10960,56520,1093,1.2,1.2
100,4,4,4,15,15,7880,787,0.0,0.000,1,7880,64640,787,1.2,1.2
110,4,4,4,15,15,8100,808,0.0,0.000,1,8100,72760,808,1.1,1.1
120,4,4,4,15,15,11180,1116,0.0,0.000,1,11180,83520,1116,1.1,1.1
130,4,4,4,15,15,7760,774,0.0,0.000,1,7760,91640,774,1.1,1.1
140,4,4,4,15,15,8100,809,0.0,0.000,1,8100,99740,809,1.1,1.1
150,4,4,4,15,15,11260,1124,0.0,0.000,1,11260,110600,1124,1.1,1.1
160,4,4,4,15,15,8040,802,0.0,0.000,1,8040,118760,802,1.1,1.1
170,4,4,4,15,15,8240,823,0.0,0.000,1,8240,126860,823,1.1,1.1
180,4,4,4,15,15,11360,1134,0.0,0.000,1,11360,137680,1134,1.1,1.1
