time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,22,22,120,11,11.0,11.000,10,120,100,11,235.7,1189.0
40,4,4,4,22,22,20,1,1.0,1.000,10,20,100,1,235.7,1189.0
50,4,4,4,22,22,0,0,0.0,0.000,10,0,100,0,235.7,1189.0
60,4,4,4,22,22,0,0,0.0,0.000,10,0,100,0,235.7,1189.0
70,4,4,4,22,22,-60,-5,-5.0,-5.000,10,-60,80,-5,224.8,1189.0
80,4,4,4,22,22,20,1,1.0,1.000,10,20,160,1,245.2,1189.0
90,4,4,4,22,22,0,0,0.0,0.000,10,0,160,0,245.2,1189.0
100,4,4,4,22,22,0,0,0.0,0.000,10,0,160,0,245.2,1189.0
110,4,4,4,22,22,0,0,0.0,0.000,10,0,160,0,245.2,1189.0
120,4,4,4,22,22,-20,-1,-1.0,-1.000,10,-20,140,-1,84.9,419.0
130,4,4,4,22,22,0,0,0.0,0.000,10,0,180,0,87.5,419.0
140,4,4,4,22,22,460,45,45.0,45.000,10,460,560,45,90.8,366.5
150,4,4,4,22,22,0,0,0.0,0.000,10,0,560,0,90.8,366.5
160,4,4,4,22,22,0,0,0.0,0.000,10,0,560,0,90.8,366.5
170,4,4,4,22,22,0,0,0.0,0.000,10,0,560,0,90.8,366.5
180,4,4,4,22,22,160,15,15.0,15.000,10,160,740,15,82.0,366.5
