time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,15,15,840,83,83.0,83.000,10,840,860,83,65.6,316.5
40,4,4,4,15,15,1820,181,181.0,181.000,10,1820,2720,181,73.3,178.7
50,4,4,4,15,15,2720,271,271.0,271.000,10,2720,5280,271,55.9,124.5
60,4,4,4,15,15,3580,356,356.0,356.000,10,3580,8900,356,46.2,93.9
70,4,4,4,15,15,2860,285,285.0,285.000,10,2860,11620,285,43.8,78.7
80,4,4,4,15,15,2820,281,281.0,281.000,10,2820,14420,281,41.8,73.1
90,4,4,4,15,15,4100,408,408.0,408.000,10,4100,18640,408,38.6,66.0
100,4,4,4,15,15,3500,348,348.0,348.000,10,3500,22200,348,37.1,61.5
110,4,4,4,15,15,3000,299,299.0,299.000,10,3000,25400,299,36.6,60.3
120,4,4,4,15,15,3620,361,361.0,361.000,10,3620,29360,361,36.0,58.7
130,4,4,4,15,15,3760,374,374.0,374.000,10,3760,33060,374,35.5,57.9
140,4,4,4,15,15,3820,381,381.0,381.000,10,3820,36880,381,34.7,55.4
150,4,4,4,15,15,3740,373,373.0,373.000,10,3740,40620,373,34.6,55.2
160,4,4,4,15,15,4240,423,423.0,423.000,10,4240,44760,423,34.4,53.7
170,4,4,4,15,15,3540,353,353.0,353.000,10,3540,48540,353,33.8,52.1
180,4,4,4,15,15,3860,385,385.0,385.000,10,3860,52300,385,33.4,52.0
