time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,35140,3475,0.0,0.000,10,11580,1780,1145,2504.1,3624.2
31,4,4,4,54,54,86200,7832,0.0,0.000,10,20860,22220,1895,5461.1,6941.0
41,4,4,4,54,54,127340,12327,0.0,0.000,10,32440,54760,3140,4361.0,6105.9
51,4,4,4,54,54,143700,14233,0.0,0.000,10,35980,91860,3563,3835.9,5100.2
61,4,4,4,54,54,167100,16300,0.0,0.000,10,40760,133920,3976,3373.2,4028.7
71,4,4,4,54,54,183200,18117,0.0,0.000,10,46520,179860,4600,3048.3,3453.3
82,4,4,4,54,54,244240,24189,0.0,0.000,10,60360,239480,5978,2742.3,2988.4
92,4,4,4,54,54,217740,21439,0.0,0.000,10,54600,293940,5376,2576.7,2839.6
102,4,4,4,54,54,290780,28804,0.0,0.000,10,71660,365820,7098,2354.2,2525.9
112,4,4,4,54,54,311100,30823,0.0,0.000,10,78920,444400,7819,2155.8,2282.3
122,4,4,4,54,54,507200,50437,0.0,0.000,10,124180,569520,12348,1869.5,1924.7
132,4,4,4,54,54,471840,46606,0.0,0.000,10,119740,689980,11827,1688.9,1809.0
142,4,4,4,54,54,505500,49729,0.0,0.000,10,127560,816340,12548,1539.9,1626.1
152,4,4,4,54,54,636380,63095,0.0,0.000,10,157400,975140,15605,1403.6,1444.6
162,4,4,4,54,54,500640,49573,0.0,0.000,10,127860,1102860,12660,1334.7,1412.4
172,4,4,4,54,54,487480,48251,0.0,0.000,10,123580,1226000,12232,1271.5,1325.1
183,4,4,4,54,54,530860,52162,0.0,0.000,10,131300,1356400,12901,1234.2,1298.8
