time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,6,6,1580,157,157.0,157.000,1,1580,600,157,2899.4,2899.4
40,4,4,4,6,6,400,39,39.0,39.000,1,400,980,39,3593.6,3593.6
50,4,4,4,6,6,0,0,0.0,0.000,1,0,980,0,3593.6,3593.6
60,4,4,4,6,6,0,0,0.0,0.000,1,0,980,0,3593.6,3593.6
70,4,4,4,6,6,0,0,0.0,0.000,1,0,980,0,3593.6,3593.6
80,4,4,4,6,6,-940,-93,-93.0,-93.000,1,-940,20,-93,2672.0,2672.0
90,4,4,4,6,6,1500,149,149.0,149.000,1,1500,1860,149,4429.5,4429.5
100,4,4,4,6,6,940,93,93.0,93.000,1,940,3000,93,4359.9,4359.9
110,4,4,4,6,6,980,97,97.0,97.000,1,980,3940,97,4430.3,4430.3
120,4,4,4,6,6,0,0,0.0,0.000,1,0,3940,0,4430.3,4430.3
130,4,4,4,6,6,0,0,0.0,0.000,1,0,3940,0,4430.3,4430.3
140,4,4,4,6,6,0,0,0.0,0.000,1,0,3940,0,4430.3,4430.3
150,4,3,3,6,6,-4460,-445,-445.0,-445.000,0,-4460,0,-445,0.0,0.0
160,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
170,4,4,4,6,6,820,81,81.0,81.000,1,820,40,81,2985.5,2985.5
180,4,4,4,6,6,0,0,0.0,0.000,1,0,40,0,2985.5,2985.5
