time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,20,1,1.0,1.000,1,20,20,1,127.0,127.0
20,4,2,2,6,6,0,0,0.0,0.000,1,0,20,0,127.0,127.0
30,4,2,2,6,6,0,0,0.0,0.000,1,0,20,0,127.0,127.0
40,4,2,2,6,6,100,9,9.0,9.000,1,100,100,9,35.2,35.2
50,4,2,2,6,6,1080,107,107.0,107.000,1,1080,1140,107,14.7,14.7
60,4,2,2,6,6,680,67,67.0,67.000,1,680,1900,67,13.2,13.2
70,4,2,2,6,6,920,91,91.0,91.000,1,920,2700,91,13.8,13.8
80,4,2,2,6,6,960,95,95.0,95.000,1,960,3740,95,12.8,12.8
90,4,2,2,6,6,900,89,89.0,89.000,1,900,4480,89,12.7,12.7
100,4,2,2,6,6,680,67,67.0,67.000,1,680,5240,67,12.6,12.6
110,4,2,2,6,6,1020,101,101.0,101.000,1,1020,6260,101,12.6,12.6
120,4,2,2,6,6,720,71,71.0,71.000,1,720,7020,71,12.5,12.5
130,4,2,2,6,6,700,69,69.0,69.000,1,700,7800,69,12.2,12.2
140,4,2,2,6,6,1120,111,111.0,111.000,1,1120,8800,111,12.1,12.1
150,4,2,2,6,6,740,73,73.0,73.000,1,740,9600,73,12.0,12.0
160,4,2,2,6,6,780,77,77.0,77.000,1,780,10380,77,12.0,12.0
170,4,2,2,6,6,1020,101,101.0,101.000,1,1020,11420,101,11.8,11.8
180,4,2,2,6,6,880,87,87.0,87.000,1,880,12180,87,11.9,11.9
