time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,24,24,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,24,24,6320,629,0.0,0.000,10,6320,1600,629,108.1,232.1
30,4,4,4,24,24,26560,2645,0.0,0.000,10,26560,22320,2645,3696.4,4640.5
40,4,4,4,24,24,47520,4728,0.0,0.000,10,47520,71320,4728,2865.0,4036.0
50,4,4,4,24,24,60400,6014,0.0,0.000,10,60400,131420,6014,2238.6,2715.8
60,4,4,4,24,24,85060,8483,0.0,0.000,10,85060,218680,8483,1885.3,2103.2
70,4,4,4,24,24,77040,7684,0.0,0.000,10,77040,295540,7684,1740.3,2166.2
80,4,4,4,24,24,114580,11416,0.0,0.000,10,114580,410700,11416,1477.3,1740.8
90,4,4,4,24,24,183380,18246,0.0,0.000,10,183380,596020,18246,1227.5,1503.9
100,4,4,4,24,24,188720,18811,0.0,0.000,10,188720,783240,18811,1043.3,1222.7
110,4,4,4,24,24,239240,23873,0.0,0.000,10,239240,1022040,23873,875.1,939.4
120,4,4,4,24,24,344260,34343,0.0,0.000,10,344260,1367680,34343,740.5,786.2
130,4,4,4,24,24,258920,25717,0.0,0.000,10,258920,1626000,25717,678.8,713.1
140,4,4,4,24,24,257460,25674,0.0,0.000,10,257460,1884120,25674,633.9,659.6
150,4,4,4,24,24,310340,30953,0.0,0.000,10,310340,2192980,30953,591.1,615.8
160,4,4,4,24,24,313080,31226,0.0,0.000,10,313080,2506340,31226,560.1,590.3
170,4,4,4,24,24,284320,28386,0.0,0.000,10,284320,2789880,28386,535.7,569.1
180,4,4,4,24,24,288640,28789,0.0,0.000,10,288640,3080080,28789,516.4,545.2
