time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,13,13,1240,123,123.0,123.000,1,1240,200,123,1207.7,1207.7
40,4,4,4,13,13,0,0,0.0,0.000,1,0,200,0,1207.7,1207.7
50,4,4,4,13,13,0,0,0.0,0.000,1,0,200,0,1207.7,1207.7
60,4,4,4,13,13,0,0,0.0,0.000,1,0,200,0,1207.7,1207.7
70,4,4,4,13,13,-1240,-123,-123.0,-123.000,1,-1240,0,-123,0.0,0.0
80,4,4,4,13,13,1000,99,99.0,99.000,1,1000,120,99,3037.3,3037.3
90,4,4,4,13,13,0,0,0.0,0.000,1,0,120,0,3037.3,3037.3
100,4,4,4,13,13,0,0,0.0,0.000,1,0,120,0,3037.3,3037.3
110,4,4,4,13,13,0,0,0.0,0.000,1,0,120,0,3037.3,3037.3
120,4,4,4,13,13,380,37,37.0,37.000,1,380,580,37,1938.4,1938.4
130,4,4,4,13,13,0,0,0.0,0.000,1,0,580,0,1938.4,1938.4
140,4,4,4,13,13,0,0,0.0,0.000,1,0,580,0,1938.4,1938.4
150,4,4,3,13,13,-1380,-137,-137.0,-137.000,0,-1380,0,-137,0.0,0.0
160,4,3,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
170,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
180,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
