time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,18,18,14060,1402,0.0,0.000,10,4120,3760,411,64.3,482.5
40,4,4,4,18,18,48100,4790,0.0,0.000,10,11560,15540,1151,23.5,139.1
50,4,4,4,18,18,63980,6366,0.0,0.000,10,16080,31500,1600,14.5,72.2
60,4,4,4,18,18,164460,16369,0.0,0.000,10,41360,73420,4116,7.7,31.4
70,4,4,4,18,18,194080,19373,0.0,0.000,10,47780,120840,4769,5.5,20.5
80,4,4,4,18,18,170620,17031,0.0,0.000,10,41880,163940,4180,4.6,15.7
90,4,4,4,18,18,222860,22214,0.0,0.000,10,56640,221620,5645,3.9,12.0
100,4,4,4,18,18,183820,18354,0.0,0.000,10,46800,267860,4672,3.6,10.2
110,4,4,4,18,18,198080,19774,0.0,0.000,10,47580,316160,4749,3.3,9.0
120,4,4,4,18,18,231140,23077,0.0,0.000,10,59460,375120,5936,3.1,7.9
130,4,4,4,18,18,185040,18467,0.0,0.000,10,45260,421640,4516,3.0,7.2
140,4,4,4,18,18,202640,20229,0.0,0.000,10,48800,470880,4871,2.9,6.7
150,4,4,4,18,18,228720,22837,0.0,0.000,10,59680,529960,5959,2.8,6.2
160,4,4,4,18,18,183740,18342,0.0,0.000,10,46060,575960,4598,2.7,5.8
170,4,4,4,18,18,204900,20459,0.0,0.000,10,49980,625040,4990,2.6,5.5
180,4,4,4,18,18,222280,22181,0.0,0.000,10,56140,680300,5602,2.6,5.3
