time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,6,6,860,85,0.0,0.000,1,860,980,85,1.9,1.9
30,4,2,2,6,6,7420,741,0.0,0.000,1,7420,8540,741,1.2,1.2
40,4,2,2,6,6,10600,1058,0.0,0.000,1,10600,19320,1058,1.2,1.2
50,4,2,2,6,6,8220,821,0.0,0.000,1,8220,27500,821,1.1,1.1
60,4,2,2,6,6,8380,837,0.0,0.000,1,8380,35740,837,1.1,1.1
70,4,2,2,6,6,10780,1077,0.0,0.000,1,10780,46720,1077,1.1,1.1
80,4,2,2,6,6,8140,813,0.0,0.000,1,8140,54960,813,1.1,1.1
90,4,2,2,6,6,8340,832,0.0,0.000,1,8340,63200,832,1.1,1.1
100,4,2,2,6,6,11260,1124,0.0,0.000,1,11260,74180,1124,1.1,1.1
110,4,2,2,6,6,8400,839,0.0,0.000,1,8400,82400,839,1.1,1.1
120,4,2,2,6,6,8240,823,0.0,0.000,1,8240,90640,823,1.1,1.1
130,4,2,2,6,6,7960,794,0.0,0.000,1,7960,98860,794,1.1,1.1
140,4,2,2,6,6,11140,1113,0.0,0.000,1,11140,109880,1113,1.1,1.1
150,4,2,2,6,6,8320,831,0.0,0.000,1,8320,118120,831,1.1,1.1
160,4,2,2,6,6,8040,803,0.0,0.000,1,8040,126380,803,1.1,1.1
170,4,2,2,6,6,11720,1171,0.0,0.000,1,11720,137400,1171,1.1,1.1
180,4,2,2,6,6,7880,787,0.0,0.000,1,7880,145660,787,1.1,1.1
