time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,15,15,20880,2080,0.0,0.000,1,20880,20760,2080,455.8,455.8
30,4,2,2,15,15,180060,17962,0.0,0.000,1,180060,200440,17962,57.5,57.5
40,4,2,2,15,15,465600,46448,0.0,0.000,1,465600,664260,46448,22.8,22.8
50,4,2,2,15,15,648500,64739,0.0,0.000,1,648500,1311360,64739,15.2,15.2
60,4,2,2,15,15,498820,49767,0.0,0.000,1,498820,1811200,49767,12.9,12.9
70,4,2,2,15,15,509840,50902,0.0,0.000,1,509840,2321400,50902,11.7,11.7
80,4,2,2,15,15,638840,63788,0.0,0.000,1,638840,2961160,63788,10.8,10.8
90,4,2,2,15,15,492860,49148,0.0,0.000,1,492860,3452860,49148,10.2,10.2
100,4,2,2,15,15,506780,50586,0.0,0.000,1,506780,3957040,50586,9.8,9.8
110,4,2,2,15,15,667520,66652,0.0,0.000,1,667520,4626840,66652,9.6,9.6
120,4,2,2,15,15,488360,48762,0.0,0.000,1,488360,5114040,48762,9.4,9.4
130,4,2,2,15,15,480200,47743,0.0,0.000,1,480200,5596720,47743,9.3,9.3
140,4,2,2,15,15,659900,65851,0.0,0.000,1,659900,6256420,65851,9.0,9.0
150,4,2,2,15,15,506280,50531,0.0,0.000,1,506280,6759940,50531,8.9,8.9
160,4,2,2,15,15,472940,47227,0.0,0.000,1,472940,7236140,47227,8.8,8.8
170,4,2,2,15,15,640660,63957,0.0,0.000,1,640660,7878360,63957,8.7,8.7
180,4,2,2,15,15,515460,51484,0.0,0.000,1,515460,8390180,51484,8.6,8.6
