time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,43,43,7900,781,0.0,0.000,1,2080,2040,205,43.1,43.1
30,4,4,4,43,43,85740,8409,0.0,0.000,1,23740,25100,2328,29.9,29.9
40,4,4,4,43,43,138020,13585,0.0,0.000,1,33200,57280,3268,148.3,148.3
50,4,4,4,43,43,159640,15766,0.0,0.000,1,39400,98100,3891,147.8,147.8
60,4,4,4,43,43,396400,39077,0.0,0.000,1,103380,202320,10191,115.8,115.8
70,4,4,4,43,43,442140,43932,0.0,0.000,1,103840,306720,10317,100.8,100.8
80,4,4,4,43,43,439560,43633,0.0,0.000,1,110560,417100,10974,92.0,92.0
90,4,4,4,43,43,583880,57872,0.0,0.000,1,150900,570020,14956,86.2,86.2
101,4,4,4,43,43,482320,47930,0.0,0.000,1,113620,684720,11290,83.3,83.3
111,4,4,4,43,43,457100,45514,0.0,0.000,1,114240,799480,11375,81.1,81.1
121,4,4,4,43,43,544300,54121,0.0,0.000,1,121560,919560,12087,79.2,79.2
131,4,4,4,43,43,524940,52077,0.0,0.000,1,144480,1066520,14333,77.8,77.8
141,4,4,4,43,43,452120,45022,0.0,0.000,1,112260,1179740,11179,76.8,76.8
151,4,4,4,43,43,480340,47723,0.0,0.000,1,112260,1292180,11153,76.1,76.1
161,4,4,4,43,43,578220,57448,0.0,0.000,1,152720,1444500,15173,75.1,75.1
171,4,4,4,43,43,461780,45870,0.0,0.000,1,115500,1560300,11473,74.4,74.4
181,4,4,4,43,43,492200,48834,0.0,0.000,1,116600,1676160,11568,74.0,74.0
