time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,43,43,10540,1053,0.0,0.000,1,4060,3260,405,498.9,498.9
20,4,2,2,43,43,203900,19881,0.0,0.000,1,46820,51480,4565,103.3,103.3
30,4,2,2,43,43,373400,36820,0.0,0.000,1,91900,143200,9062,69.6,69.6
40,4,2,2,43,43,529120,52612,0.0,0.000,1,132720,275220,13196,62.6,62.6
50,4,2,2,43,43,765000,76021,0.0,0.000,1,188840,466800,18765,58.7,58.7
60,4,2,2,43,43,571520,56924,0.0,0.000,1,142860,609180,14229,58.0,58.0
70,4,2,2,43,43,562460,55994,0.0,0.000,1,139400,751020,13877,57.5,57.5
80,4,2,2,43,43,774280,77211,0.0,0.000,1,192200,943360,19166,56.5,56.5
90,4,2,2,43,43,567160,56293,0.0,0.000,1,143200,1085880,14213,56.0,56.0
100,4,2,2,43,43,587960,58509,0.0,0.000,1,148280,1233400,14755,55.2,55.2
110,4,2,2,43,43,727120,72314,0.0,0.000,1,199060,1433720,19797,54.8,54.8
120,4,2,2,43,43,672060,67045,0.0,0.000,1,149800,1583880,14944,54.7,54.7
130,4,2,2,43,43,591140,58872,0.0,0.000,1,150320,1731240,14970,54.7,54.7
140,4,2,2,43,43,718560,71399,0.0,0.000,1,196140,1929340,19489,54.5,54.5
150,4,2,2,43,43,681300,67804,0.0,0.000,1,151800,2082200,15107,54.3,54.3
161,4,2,2,43,43,591040,58880,0.0,0.000,1,147320,2230760,14676,54.0,54.0
171,4,2,2,43,43,721160,71979,0.0,0.000,1,197460,2429480,19708,53.9,53.9
181,4,2,2,43,43,683460,68073,0.0,0.000,1,149820,2580380,14922,53.9,53.9
