time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,6,6,9100,906,0.0,0.000,1,9100,7820,906,40.8,40.8
30,4,2,2,6,6,118220,11800,0.0,0.000,1,118220,125300,11800,60.5,60.5
40,4,2,2,6,6,549840,54890,0.0,0.000,1,549840,673720,54890,22.4,22.4
50,4,2,2,6,6,526660,52613,0.0,0.000,1,526660,1200800,52613,17.6,17.6
60,4,2,2,6,6,536660,53585,0.0,0.000,1,536660,1737460,53585,15.6,15.6
70,4,2,2,6,6,730760,73002,0.0,0.000,1,730760,2466000,73002,14.3,14.3
80,4,2,2,6,6,571780,57103,0.0,0.000,1,571780,3032860,57103,13.7,13.7
90,4,2,2,6,6,539620,53838,0.0,0.000,1,539620,3571660,53838,13.2,13.2
100,4,2,2,6,6,718800,71808,0.0,0.000,1,718800,4289000,71808,12.9,12.9
110,4,2,2,6,6,543440,54235,0.0,0.000,1,543440,4835880,54235,12.7,12.7
120,4,2,2,6,6,536320,53578,0.0,0.000,1,536320,5371260,53578,12.6,12.6
130,4,2,2,6,6,548580,54726,0.0,0.000,1,548580,5917100,54726,12.5,12.5
140,4,2,2,6,6,731960,73086,0.0,0.000,1,731960,6646720,73086,12.3,12.3
150,4,2,2,6,6,538020,53732,0.0,0.000,1,538020,7188280,53732,12.2,12.2
160,4,2,2,6,6,554580,55402,0.0,0.000,1,554580,7742480,55402,12.1,12.1
170,4,2,2,6,6,720020,71930,0.0,0.000,1,720020,8465900,71930,12.1,12.1
180,4,2,2,6,6,546500,54584,0.0,0.000,1,546500,9015060,54584,12.0,12.0
