time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,15,15,20,1,1.0,1.000,1,20,0,1,0.0,0.0
40,4,4,4,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,15,15,1280,127,127.0,127.000,1,1280,1300,127,249.5,249.5
60,4,4,4,15,15,1340,133,133.0,133.000,1,1340,2520,133,132.3,132.3
70,4,4,4,15,15,1280,127,127.0,127.000,1,1280,3760,127,91.1,91.1
80,4,4,4,15,15,1640,163,163.0,163.000,1,1640,5440,163,65.2,65.2
90,4,4,4,15,15,1380,137,137.0,137.000,1,1380,6780,137,53.5,53.5
100,4,4,4,15,15,1320,131,131.0,131.000,1,1320,8040,131,46.4,46.4
110,4,4,4,15,15,1700,169,169.0,169.000,1,1700,9780,169,39.4,39.4
120,4,4,4,15,15,1200,119,119.0,119.000,1,1200,11100,119,35.4,35.4
130,4,4,4,15,15,1400,139,139.0,139.000,1,1400,12460,139,32.2,32.2
140,4,4,4,15,15,1700,169,169.0,169.000,1,1700,14260,169,29.0,29.0
150,4,4,4,15,15,1340,133,133.0,133.000,1,1340,15540,133,27.3,27.3
160,4,4,4,15,15,1180,117,117.0,117.000,1,1180,16880,117,25.7,25.7
170,4,4,4,15,15,1940,193,193.0,193.000,1,1940,18640,193,24.0,24.0
180,4,4,4,15,15,1240,123,123.0,123.000,1,1240,19980,123,22.9,22.9
