time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,8620,861,0.0,0.000,1,8620,8540,861,320.2,320.2
20,4,2,2,6,6,168900,16665,0.0,0.000,1,168900,177520,16665,44.0,44.0
30,4,2,2,6,6,510180,50967,0.0,0.000,1,510180,689400,50967,19.6,19.6
40,4,2,2,6,6,664100,66317,0.0,0.000,1,664100,1354080,66317,15.4,15.4
50,4,2,2,6,6,510800,51013,0.0,0.000,1,510800,1864760,51013,14.2,14.2
60,4,2,2,6,6,522880,52220,0.0,0.000,1,522880,2389440,52220,13.3,13.3
70,4,2,2,6,6,693020,69205,0.0,0.000,1,693020,3083040,69205,12.7,12.7
80,4,2,2,6,6,530260,52967,0.0,0.000,1,530260,3611360,52967,12.3,12.3
90,4,2,2,6,6,522420,52064,0.0,0.000,1,522420,4135140,52064,12.1,12.1
100,4,2,2,6,6,714700,71391,0.0,0.000,1,714700,4846480,71391,11.9,11.9
110,4,2,2,6,6,526360,52572,0.0,0.000,1,526360,5372660,52572,11.7,11.7
120,4,2,2,6,6,519440,51892,0.0,0.000,1,519440,5896620,51892,11.6,11.6
130,4,2,2,6,6,517380,51629,0.0,0.000,1,517380,6412100,51629,11.6,11.6
140,4,2,2,6,6,707900,70712,0.0,0.000,1,707900,7118200,70712,11.4,11.4
150,4,2,2,6,6,523760,52334,0.0,0.000,1,523760,7646120,52334,11.4,11.4
160,4,2,2,6,6,532940,53246,0.0,0.000,1,532940,8177380,53246,11.3,11.3
170,4,2,2,6,6,698520,69782,0.0,0.000,1,698520,8872300,69782,11.2,11.2
180,4,2,2,6,6,520900,52022,0.0,0.000,1,520900,9394140,52022,11.2,11.2
