time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,16,16,0,0,0.0,0.000,5,0,0,0,0.0,0.0
20,4,2,2,16,16,18680,1857,0.0,0.000,10,10120,260,1006,3564.9,8989.5
30,4,2,2,16,16,218880,21837,0.0,0.000,10,54000,53360,5387,2732.5,3378.7
40,4,2,2,16,16,598940,59667,0.0,0.000,10,146320,199460,14576,1293.2,1523.1
50,4,2,2,16,16,782560,77858,0.0,0.000,10,199660,400780,19864,904.7,1009.9
60,4,2,2,16,16,728420,72718,0.0,0.000,10,181740,582200,18143,779.2,854.3
70,4,2,2,16,16,829800,81955,0.0,0.000,10,201860,782860,19936,717.2,780.7
80,4,2,2,16,16,801520,79880,0.0,0.000,10,205340,989420,20464,672.6,716.8
90,4,2,2,16,16,729660,72660,0.0,0.000,10,180360,1170740,17960,645.4,683.9
100,4,2,2,16,16,889120,88637,0.0,0.000,10,214860,1386600,21419,622.2,658.9
110,4,2,2,16,16,792260,78981,0.0,0.000,10,206700,1592300,20606,607.6,637.1
120,4,2,2,16,16,764040,76259,0.0,0.000,10,191180,1783720,19081,593.1,619.5
130,4,2,2,16,16,739660,73818,0.0,0.000,10,182700,1966420,18233,583.8,608.8
140,4,2,2,16,16,1002620,100071,1.0,0.000,10,252140,2217880,25166,572.3,594.8
150,4,2,2,16,16,726500,72526,0.0,0.000,10,180080,2398660,17977,566.8,588.0
160,4,2,2,16,16,755420,75323,0.0,0.000,10,190960,2589240,19040,560.2,579.8
170,4,2,2,16,16,981580,97981,0.0,0.000,10,244820,2835100,24438,554.2,572.1
180,4,2,2,16,16,731460,73065,0.0,0.000,10,183780,3018360,18357,550.5,567.4
