time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,12460,1236,0.0,0.000,1,12460,12520,1236,11.6,11.6
30,4,4,4,13,13,90760,8912,0.0,0.000,1,90760,102740,8912,69.8,69.8
40,4,4,4,13,13,166160,16544,0.0,0.000,1,166160,270680,16544,46.9,46.9
50,4,4,4,13,13,286200,28557,0.0,0.000,1,286200,554900,28557,33.7,33.7
60,4,4,4,13,13,402360,40171,0.0,0.000,1,402360,958580,40171,28.8,28.8
70,4,4,4,13,13,314780,31390,0.0,0.000,1,314780,1272060,31390,27.0,27.0
80,4,4,4,13,13,321200,32059,0.0,0.000,1,321200,1590360,32059,26.2,26.2
90,4,4,4,13,13,441700,43972,0.0,0.000,1,441700,2032640,43972,24.9,24.9
100,4,4,4,13,13,307480,30677,0.0,0.000,1,307480,2341380,30677,24.5,24.5
110,4,4,4,13,13,318120,31754,0.0,0.000,1,318120,2659760,31754,24.3,24.3
120,4,4,4,13,13,429480,42875,0.0,0.000,1,429480,3086800,42875,24.1,24.1
130,4,4,4,13,13,322860,32234,0.0,0.000,1,322860,3407400,32234,23.8,23.8
140,4,4,4,13,13,313340,31290,0.0,0.000,1,313340,3721100,31290,23.8,23.8
150,4,4,4,13,13,450880,45024,0.0,0.000,1,450880,4170280,45024,23.4,23.4
160,4,4,4,13,13,330700,33000,0.0,0.000,1,330700,4498660,33000,23.3,23.3
170,4,4,4,13,13,339780,33923,0.0,0.000,1,339780,4840600,33923,22.9,22.9
180,4,4,4,13,13,424240,42335,0.0,0.000,1,424240,5266320,42335,22.9,22.9
