time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,9,9,1700,168,168.0,95.000,1,960,0,95,0.0,0.0
30,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,2,2,9,9,-1640,-163,-163.0,-95.000,1,-960,0,-95,0.0,0.0
60,4,2,2,9,9,2000,199,199.0,101.000,1,1020,0,101,0.0,0.0
70,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
80,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
90,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,2,2,9,9,-500,-49,-49.0,-21.000,1,-220,0,-21,0.0,0.0
110,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
120,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
130,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
140,4,2,2,9,9,-1280,-127,-127.0,-79.000,0,-800,0,-79,0.0,0.0
150,4,2,2,9,9,380,37,37.0,0.000,1,0,0,0,0.0,0.0
160,4,2,2,9,9,1380,137,137.0,81.000,1,820,0,81,0.0,0.0
170,4,2,2,9,9,740,73,73.0,11.000,1,120,120,11,3195.0,3195.0
180,4,2,2,9,9,0,0,0.0,0.000,1,0,120,0,3195.0,3195.0
