time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,43,43,40,3,3.0,1.000,1,20,0,1,0.0,0.0
30,4,4,4,43,43,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,43,43,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,43,43,1500,149,149.0,33.000,1,340,400,33,22.6,22.6
60,4,4,4,43,43,2040,202,202.0,47.000,1,480,860,47,20.1,20.1
70,4,4,4,43,43,1940,193,193.0,41.000,1,420,1360,41,19.8,19.8
80,4,4,4,43,43,2340,232,232.0,61.000,1,620,2000,61,19.1,19.1
90,4,4,4,43,43,2520,251,251.0,63.000,1,640,2480,63,19.2,19.2
100,4,4,4,43,43,1960,195,195.0,51.000,1,520,2980,51,19.1,19.1
110,4,4,4,43,43,1980,197,197.0,63.000,1,640,3620,63,19.3,19.3
120,4,4,4,43,43,2480,247,247.0,61.000,1,620,4100,61,19.2,19.2
130,4,4,4,43,43,2080,207,207.0,51.000,1,520,4600,51,19.2,19.2
140,4,4,4,43,43,2160,215,215.0,69.000,1,700,5280,69,19.1,19.1
150,4,4,4,43,43,2480,247,247.0,47.000,1,480,5760,47,19.2,19.2
160,4,4,4,43,43,1840,183,183.0,31.000,1,320,6220,31,19.0,19.0
170,4,4,4,43,43,2280,227,227.0,73.000,1,740,6900,73,18.9,18.9
180,4,4,4,43,43,2100,209,209.0,39.000,1,400,7400,39,18.9,18.9
