time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,52,52,15560,1554,0.0,0.000,5,6380,1220,637,1242.6,1352.7
20,4,2,2,52,52,184120,17806,0.0,0.000,10,45160,42080,4367,2172.8,2428.6
30,4,2,2,52,52,352540,34337,0.0,0.000,10,88860,129780,8654,1555.9,1627.1
40,4,2,2,52,52,502300,49438,0.0,0.000,10,125460,255840,12348,1151.6,1213.4
50,4,2,2,52,52,664200,65958,0.0,0.000,10,167500,420020,16633,958.7,1013.5
60,4,2,2,52,52,677580,67481,0.0,0.000,10,169060,590560,16836,862.5,886.3
71,4,2,2,52,52,647420,63741,0.0,0.000,10,162020,751680,15951,799.0,811.0
81,4,2,2,52,52,571800,56963,0.0,0.000,10,141560,894400,14102,774.4,787.2
91,4,2,2,52,52,757180,75094,0.0,0.000,10,191940,1084960,19036,751.8,763.1
101,4,2,2,52,52,610120,60384,0.0,0.000,10,152500,1236700,15093,732.2,739.0
111,4,2,2,52,52,598660,59290,0.0,0.000,10,148180,1385740,14675,718.9,725.2
121,4,2,2,52,52,802180,79986,0.0,0.000,10,199080,1585380,19850,705.0,710.6
131,4,2,2,52,52,649660,64649,0.0,0.000,10,162200,1747300,16140,692.5,696.6
141,4,2,2,52,52,555580,55364,0.0,0.000,10,137140,1886180,13666,689.6,694.3
151,4,2,2,52,52,809240,80106,0.0,0.000,10,203820,2089580,20176,680.1,683.9
161,4,2,2,52,52,587260,58428,0.0,0.000,10,145800,2235800,14506,676.3,680.7
171,4,2,2,52,52,620420,61862,0.0,0.000,10,152280,2390820,15183,670.5,674.2
181,4,2,2,52,52,707080,70412,0.0,0.000,10,178800,2569060,17805,665.7,670.6
