time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,9,9,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,9,9,1480,147,147.0,39.000,1,400,300,39,1080.0,1080.0
60,4,4,4,9,9,2300,229,229.0,53.000,1,540,880,53,382.1,382.1
70,4,4,4,9,9,1960,195,195.0,51.000,1,520,1340,51,258.1,258.1
80,4,4,4,9,9,1680,167,167.0,47.000,1,480,1820,47,194.7,194.7
90,4,4,4,9,9,2460,245,245.0,57.000,1,580,2440,57,149.6,149.6
100,4,4,4,9,9,2060,205,205.0,49.000,1,500,2900,49,129.1,129.1
110,4,4,4,9,9,1660,165,165.0,51.000,1,520,3360,51,113.9,113.9
120,4,4,4,9,9,2500,249,249.0,79.000,1,800,3960,79,99.8,99.8
130,4,4,4,9,9,1900,189,189.0,57.000,1,580,4440,57,91.1,91.1
140,4,4,4,9,9,1640,163,163.0,39.000,1,400,4920,39,84.1,84.1
150,4,4,4,9,9,2500,249,249.0,61.000,1,620,5540,61,76.7,76.7
160,4,4,4,9,9,1820,181,181.0,39.000,1,400,6000,39,72.3,72.3
170,4,4,4,9,9,1840,183,183.0,47.000,1,480,6460,47,68.6,68.6
180,4,4,4,9,9,2160,215,215.0,61.000,1,620,7080,61,64.2,64.2
