time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,18,18,540,53,53.0,53.000,10,540,0,53,0.0,0.0
30,4,4,4,18,18,3560,353,353.0,295.000,10,2980,0,295,0.0,0.0
40,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
50,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
60,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
70,4,4,4,18,18,-2420,-241,-241.0,-185.000,10,-1860,0,-185,0.0,0.0
80,4,4,4,18,18,-1680,-167,-167.0,-165.000,10,-1660,0,-165,0.0,0.0
90,4,4,4,18,18,2780,276,276.0,269.000,10,2700,0,269,0.0,0.0
100,4,4,4,18,18,2660,265,265.0,227.000,10,2280,0,227,0.0,0.0
110,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
120,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
130,4,4,2,18,18,-3580,-357,-357.0,-357.000,3,-3580,0,-357,0.0,0.0
140,4,2,4,18,18,-760,-75,-75.0,-29.000,4,-300,0,-29,0.0,0.0
150,4,4,4,18,18,-1100,-109,-109.0,-109.000,2,-1100,0,-109,0.0,0.0
160,4,4,4,18,18,20,1,1.0,0.000,10,0,0,0,0.0,0.0
170,4,4,4,18,18,1960,195,195.0,191.000,10,1920,0,191,0.0,0.0
180,4,4,4,18,18,1220,121,121.0,93.000,10,940,0,93,0.0,0.0
