time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,10280,1027,0.0,0.000,5,10280,5680,1027,1203.7,1405.6
20,4,2,2,13,13,89000,8754,0.0,0.000,10,89000,90060,8754,1219.0,1278.7
30,4,2,2,13,13,348420,34703,0.0,0.000,10,348420,437820,34703,463.9,487.0
40,4,2,2,13,13,405320,40475,0.0,0.000,10,405320,840760,40475,368.2,390.6
50,4,2,2,13,13,453580,45276,0.0,0.000,10,453580,1299660,45276,318.2,324.1
60,4,2,2,13,13,408540,40792,0.0,0.000,10,408540,1707080,40792,295.0,299.7
70,4,2,2,13,13,460320,45935,0.0,0.000,10,460320,2168020,45935,280.8,287.0
80,4,2,2,13,13,467680,46711,0.0,0.000,10,467680,2636200,46711,270.6,273.4
90,4,2,2,13,13,379300,37797,0.0,0.000,10,379300,3014780,37797,266.6,268.5
100,4,2,2,13,13,410920,41026,0.0,0.000,10,410920,3423620,41026,261.1,262.6
110,4,2,2,13,13,546440,54562,0.0,0.000,10,546440,3970900,54562,255.2,256.1
120,4,2,2,13,13,382920,38211,0.0,0.000,10,382920,4354140,38211,253.6,255.1
130,4,2,2,13,13,401760,40111,0.0,0.000,10,401760,4754300,40111,251.2,252.8
140,4,2,2,13,13,554600,55382,0.0,0.000,10,554600,5308340,55382,247.5,248.7
150,4,2,2,13,13,404540,40397,0.0,0.000,10,404540,5715880,40397,245.7,246.5
160,4,2,2,13,13,417740,41703,0.0,0.000,10,417740,6132040,41703,243.7,244.6
170,4,2,2,13,13,554800,55341,0.0,0.000,10,554800,6687460,55341,241.4,242.6
180,4,2,2,13,13,403760,40299,0.0,0.000,10,403760,7092580,40299,240.4,241.7
