time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,54,54,148880,14643,0.0,0.000,10,37820,36820,3719,3.1,3.4
30,4,2,2,54,54,190580,18602,0.0,0.000,10,47860,83920,4671,2.5,2.7
40,4,2,2,54,54,253840,25305,0.0,0.000,10,61860,147540,6166,2.0,2.2
50,4,2,2,54,54,318240,31744,0.0,0.000,10,78400,226780,7820,1.8,1.9
60,4,2,2,54,54,331640,33074,0.0,0.000,10,83200,309680,8297,1.6,1.7
70,4,2,2,54,54,284860,28414,0.0,0.000,10,71460,381540,7128,1.6,1.6
80,4,2,2,54,54,340860,33997,0.0,0.000,10,85840,466340,8561,1.5,1.5
90,4,2,2,54,54,344120,34274,0.0,0.000,10,86440,552300,8609,1.5,1.5
100,4,2,2,54,54,289960,28932,0.0,0.000,10,73220,625380,7305,1.4,1.5
110,4,2,2,54,54,344180,34342,0.0,0.000,10,84640,710900,8445,1.4,1.4
120,4,2,2,54,54,341480,34073,0.0,0.000,10,84900,796860,8471,1.4,1.4
130,4,2,2,54,54,292160,29157,0.0,0.000,10,73820,870260,7367,1.4,1.4
140,4,2,2,54,54,292120,29153,0.0,0.000,10,72320,943300,7217,1.4,1.4
150,4,2,2,54,54,395140,39423,0.0,0.000,10,97580,1042200,9735,1.3,1.4
160,4,2,2,54,54,295180,29432,0.0,0.000,10,73200,1116620,7298,1.3,1.4
170,4,2,2,54,54,293900,29331,0.0,0.000,10,73900,1191080,7375,1.3,1.3
180,4,2,2,54,54,392600,39189,0.0,0.000,10,98540,1288560,9836,1.3,1.3
