time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,16,16,19420,1937,0.0,0.000,10,5360,4900,534,15.0,17.7
40,4,4,4,16,16,49700,4952,0.0,0.000,10,12640,17440,1259,9.4,10.5
50,4,4,4,16,16,91440,9125,0.0,0.000,10,21640,39180,2159,6.9,7.9
60,4,4,4,16,16,150740,15009,0.0,0.000,10,37840,78320,3767,4.8,5.1
70,4,4,4,16,16,175040,17476,0.0,0.000,10,42740,122760,4267,3.8,4.0
80,4,4,4,16,16,223680,22332,0.0,0.000,10,53720,176240,5363,3.2,3.5
90,4,4,4,16,16,215920,21510,0.0,0.000,10,54800,232620,5459,2.9,3.1
100,4,4,4,16,16,195120,19482,0.0,0.000,10,49840,281420,4976,2.7,2.9
110,4,4,4,16,16,237780,23744,0.0,0.000,10,57900,339040,5781,2.6,2.7
120,4,4,4,16,16,218100,21746,0.0,0.000,10,56220,396080,5605,2.5,2.6
130,4,4,4,16,16,198300,19800,0.0,0.000,10,49120,445580,4904,2.4,2.5
140,4,4,4,16,16,215860,21553,0.0,0.000,10,52260,497920,5218,2.3,2.5
150,4,4,4,16,16,246620,24627,0.0,0.000,10,63160,561080,6307,2.3,2.4
160,4,4,4,16,16,196200,19588,0.0,0.000,10,49320,610300,4924,2.2,2.3
170,4,4,4,16,16,216020,21561,0.0,0.000,10,52560,662880,5246,2.2,2.3
180,4,4,4,16,16,238020,23768,0.0,0.000,10,60840,723900,6075,2.2,2.3
