time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,54,54,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,54,54,2200,217,217.0,203.000,10,2060,20,203,184.2,1842.0
40,4,4,4,54,54,20,1,1.0,0.000,10,0,20,0,184.2,1842.0
50,4,4,4,54,54,0,0,0.0,0.000,10,0,20,0,184.2,1842.0
60,4,4,4,54,54,0,0,0.0,0.000,10,0,20,0,184.2,1842.0
70,4,4,4,54,54,-840,-83,-83.0,-77.000,10,-780,20,-77,184.2,1842.0
80,4,4,4,54,54,-1380,-137,-137.0,-127.000,4,-1280,0,-127,0.0,0.0
90,4,4,4,54,54,1300,129,129.0,127.000,10,1280,0,127,0.0,0.0
100,4,4,4,54,54,820,81,81.0,75.000,10,760,0,75,0.0,0.0
110,4,4,4,54,54,1940,193,193.0,191.000,10,1920,0,191,0.0,0.0
120,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
130,4,4,3,54,54,-2600,-259,-259.0,-253.000,3,-2540,0,-253,0.0,0.0
140,4,3,4,54,54,1300,129,129.0,125.000,7,1260,0,125,0.0,0.0
150,4,4,4,54,54,-2760,-274,-274.0,-266.000,7,-2680,0,-266,0.0,0.0
160,4,4,4,54,54,0,0,0.0,0.000,10,0,0,0,0.0,0.0
170,4,4,4,54,54,1000,99,99.0,97.000,10,980,0,97,0.0,0.0
180,4,4,4,54,54,2660,262,262.0,256.000,10,2600,0,256,0.0,0.0
