time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
30,4,4,4,20,20,0,0,10,0,0,0,0.0,0.0
40,4,4,4,20,20,8920,889,10,8920,8740,889,2.4,18.3
50,4,4,4,20,20,11480,1145,10,11480,20480,1145,1.4,8.9
60,4,4,4,20,20,17620,1757,10,17620,38500,1757,1.0,5.2
70,4,4,4,20,20,16520,1648,10,16520,54280,1648,1.1,6.7
80,4,4,4,20,20,21800,2170,10,21800,76620,2170,1.0,4.9
90,4,4,4,20,20,8400,835,10,8400,85200,835,1.0,4.5
100,4,4,4,20,20,0,0,10,0,85200,0,1.0,4.5
110,4,4,4,20,20,0,0,10,0,85200,0,1.0,4.5
