time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,9100,909,5,9100,4240,909,472.1,522.0
20,4,2,2,22,22,59300,5866,10,59300,58620,5866,1553.7,2103.1
30,4,2,2,22,22,118800,11853,10,118800,176940,11853,1095.4,1470.5
40,4,2,2,22,22,164900,16425,10,164900,342600,16425,905.4,1219.3
50,4,2,2,22,22,212880,21241,10,212880,556400,21241,790.4,1060.6
60,4,2,2,22,22,187240,18688,10,187240,745320,18688,726.1,980.0
70,4,2,2,22,22,252780,25230,10,252780,995460,25230,655.8,883.1
80,4,2,2,22,22,260360,25940,10,260360,1257240,25940,618.1,831.8
90,4,2,2,22,22,200240,19912,10,200240,1456220,19912,603.1,811.2
100,4,2,2,22,22,227660,22718,10,227660,1688860,22718,568.7,752.1
110,4,2,2,22,22,18740,1868,10,18740,1712780,1868,557.2,728.7
120,4,2,2,22,22,0,0,10,0,1712780,0,557.2,728.7
