time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
20,4,2,2,22,22,0,0,10,0,0,0,0.0,0.0
30,4,2,2,22,22,0,0,10,0,0,0,0.0,0.0
40,4,2,2,22,22,0,0,0,0,0,0,0.0,0.0
50,4,2,2,22,22,0,0,10,0,0,0,0.0,0.0
60,4,2,2,22,22,20880,2085,10,20880,20940,2085,2.6,4.9
70,4,2,2,22,22,77100,7680,10,77100,98800,7680,1.7,1.9
80,4,2,2,22,22,72180,7199,10,72180,172860,7199,1.5,1.7
90,4,2,2,22,22,88540,8828,10,88540,261380,8828,1.4,1.6
100,4,2,2,22,22,31260,3120,10,31260,291880,3120,1.3,1.5
110,4,2,2,22,22,0,0,10,0,291880,0,1.3,1.5
