time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
30,4,4,4,20,20,21720,2168,10,21720,11140,2168,3801.9,5044.2
40,4,4,4,20,20,36160,3570,10,36160,45440,3570,3306.7,4266.7
50,4,4,4,20,20,42200,4207,10,42200,87940,4207,2989.3,3550.9
60,4,4,4,20,20,47800,4764,10,47800,135740,4764,2686.7,3347.0
70,4,4,4,20,20,50480,5029,10,50480,187140,5029,2481.9,3111.2
80,4,4,4,20,20,68800,6855,10,68800,257020,6855,2250.0,2847.7
90,4,4,4,20,20,90960,8991,10,90960,347200,8991,1938.7,2457.9
100,4,4,4,20,20,88680,8848,10,88680,446640,8848,1710.2,2168.2
110,4,4,4,20,20,0,0,10,0,446640,0,1710.2,2168.2
120,4,4,4,20,20,0,0,10,0,446640,0,1710.2,2168.2
