time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,10500,1042,8,10500,3720,1042,2315.3,5696.0
30,4,4,4,20,20,22360,2199,10,22360,21960,2199,2924.2,3990.6
40,4,4,4,20,20,42640,4244,10,42640,66160,4244,3278.3,4741.4
50,4,4,4,20,20,41380,4125,10,41380,106920,4125,3047.0,4039.6
60,4,4,4,20,20,46440,4633,10,46440,152960,4633,2806.5,3620.8
70,4,4,4,20,20,57380,5726,10,57380,210800,5726,2467.6,2992.7
80,4,4,4,20,20,86060,8590,10,86060,296280,8590,2129.8,2470.7
90,4,4,4,20,20,112000,11133,10,112000,407160,11133,1812.8,2100.2
100,4,4,4,20,20,93940,9378,10,93940,498800,9378,1657.4,1903.1
110,4,4,4,20,20,150320,14990,10,150320,650580,14990,1444.8,1680.6
120,4,4,4,20,20,63320,6316,10,63320,722960,6316,1362.5,1672.0
130,4,4,4,20,20,0,0,10,0,722960,0,1362.5,1672.0
