time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,2,0,0,0,0.0,0.0
30,4,4,4,22,22,10860,1079,10,10860,10640,1079,5.3,6.2
40,4,4,4,22,22,36260,3587,10,36260,47040,3587,3.8,4.6
50,4,4,4,22,22,35640,3544,10,35640,82640,3544,3.2,3.6
60,4,4,4,22,22,36540,3646,10,36540,118880,3646,3.0,3.1
70,4,4,4,22,22,66980,6673,10,66980,185780,6673,2.5,2.7
80,4,4,4,22,22,55100,5494,10,55100,240420,5494,2.3,2.5
90,4,4,4,22,22,60840,6055,10,60840,301380,6055,2.2,2.3
100,4,4,4,22,22,47520,4719,10,47520,348680,4719,2.1,2.2
110,4,4,4,22,22,0,0,10,0,348680,0,2.1,2.2
120,4,4,4,22,22,0,0,10,0,348680,0,2.1,2.2
