time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,7100,705,5,7100,2280,705,2639.6,2756.5
30,4,4,4,20,20,20080,1992,10,20080,18280,1992,2737.3,4607.0
40,4,4,4,20,20,55520,5530,10,55520,74160,5530,2784.6,4714.6
50,4,4,4,20,20,26620,2657,10,26620,102000,2657,2909.4,4325.9
60,4,4,4,20,20,46280,4612,10,46280,147660,4612,2624.3,3321.4
70,4,4,4,20,20,62040,6187,10,62040,210520,6187,2312.7,2714.8
80,4,4,4,20,20,85960,8573,10,85960,295280,8573,2041.7,2356.1
90,4,4,4,20,20,93400,9294,10,93400,388560,9294,1790.8,2111.6
100,4,4,4,20,20,99480,9926,10,99480,499680,9926,1534.6,1704.4
110,4,4,4,20,20,0,0,10,0,499680,0,1534.6,1704.4
120,4,4,4,20,20,0,0,10,0,499680,0,1534.6,1704.4
