time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,20,20,0,0,0,0,0,0,0.0,0.0
20,4,4,4,20,20,7280,721,10,7280,0,721,0.0,0.0
30,4,4,4,20,20,19580,1906,10,19580,17200,1906,4964.7,6439.5
40,4,4,4,20,20,38500,3834,10,38500,55500,3834,4206.6,7202.8
50,4,4,4,20,20,30220,3011,10,30220,85520,3011,3855.5,5507.9
60,4,4,4,20,20,50460,5034,10,50460,135300,5034,3086.3,3679.1
70,4,4,4,20,20,66400,6621,10,66400,201260,6621,2558.6,3015.9
80,4,4,4,20,20,99260,9898,10,99260,301160,9898,2101.0,2561.6
90,4,4,4,20,20,107140,10667,10,107140,407220,10667,1799.5,2260.9
100,4,4,4,20,20,107560,10723,10,107560,513440,10723,1614.8,2074.2
110,4,4,4,20,20,102360,10214,10,102360,625500,10214,1445.8,1872.1
120,4,4,4,20,20,0,0,10,0,625500,0,1445.8,1872.1
