time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,10,0,0,0,0.0,0.0
30,4,4,4,22,22,5100,506,10,5100,5280,506,75.0,604.5
40,4,4,4,22,22,39900,3973,10,39900,45020,3973,9.9,51.0
50,4,4,4,22,22,37420,3733,10,37420,82420,3733,6.4,28.7
60,4,4,4,22,22,46940,4679,10,46940,129220,4679,4.8,19.8
70,4,4,4,22,22,61060,6083,10,61060,190200,6083,3.9,13.6
80,4,4,4,22,22,58860,5857,10,58860,249320,5857,3.3,10.6
90,4,4,4,22,22,69100,6857,10,69100,317840,6857,2.9,8.8
100,4,4,4,22,22,35600,3551,10,35600,352760,3551,2.7,7.9
110,4,4,4,22,22,0,0,10,0,352760,0,2.7,7.9
