time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0,0,0,0,0.0,0.0
20,4,4,4,22,22,3660,362,3,3660,460,362,530.3,552.5
30,4,4,4,22,22,14000,1390,10,14000,7820,1390,2822.2,4343.2
40,4,4,4,22,22,40400,4019,10,40400,47920,4019,3302.4,6479.0
50,4,4,4,22,22,54020,5374,10,54020,103640,5374,3033.1,5945.8
60,4,4,4,22,22,63200,6297,10,63200,164640,6297,2377.5,3749.7
70,4,4,4,22,22,65520,6515,10,65520,232400,6515,2095.9,2844.0
80,4,4,4,22,22,69440,6918,10,69440,303240,6918,1963.2,2994.0
90,4,4,4,22,22,95200,9449,10,95200,405800,9449,1724.4,2514.0
100,4,4,4,22,22,2920,291,10,2920,410840,291,1685.5,2333.2
110,4,4,4,22,22,0,0,10,0,410840,0,1685.5,2333.2
